,Word,V,A,D
20869,toughened,4.176363636363636,4.483636363636364,4.825
20870,mulish,4.596666666666667,3.7533333333333334,5.246666666666666
20871,rigourousness,4.1000000000000005,4.426666666666667,4.928333333333334
20872,asperity,4.1000000000000005,4.426666666666667,4.928333333333334
20873,rigour,4.1000000000000005,4.426666666666667,4.928333333333334
20874,grimness,4.1000000000000005,4.426666666666667,4.928333333333334
20875,rigorousness,4.1000000000000005,4.426666666666667,4.928333333333334
20876,ironware,6.11,4.41,5.32
20877,untiring,5.765000000000001,4.11,6.49
20878,seraglio,4.2,3.94,4.36
20879,hareem,4.2,3.94,4.36
20880,serail,4.2,3.94,4.36
20881,harken,4.65,3.1,5.05
20882,hearken,4.65,3.1,5.05
20883,bawd,4.274000000000001,5.51,4.73
20884,cocotte,4.274000000000001,5.51,4.73
20885,cyprian,4.274000000000001,5.51,4.73
20886,proportionate,6.73,3.745,5.93
20887,concordance,7.55,4.33,5.96
20888,harmoniousness,7.55,4.33,5.96
20889,glean,5.965,3.8074999999999997,6.0675
20890,harvesting,5.8933333333333335,3.8766666666666665,5.966666666666666
20891,hashish,3.95,4.45,4.95
20892,haschisch,3.95,4.45,4.95
20893,hasheesh,3.95,4.45,4.95
20894,dogfight,3.4875000000000003,5.168333333333334,4.295000000000001
20895,hurriedness,4.86,5.2749999999999995,5.511666666666667
20896,hastiness,4.86,5.2749999999999995,5.511666666666667
20897,rushing,5.22375,5.135624999999999,5.470625000000002
20898,festinate,5.275294117647058,5.119411764705882,5.499411764705883
20899,hie,5.354782608695652,5.104782608695652,5.663478260869566
20900,hotfoot,5.354782608695652,5.104782608695652,5.663478260869566
20901,headlong,4.25,5.35,4.81
20902,overhasty,4.25,5.35,4.81
20903,precipitant,4.25,5.35,4.81
20904,chapeau,5.415,2.895,6.27
20905,concoct,5.166666666666667,3.7433333333333336,4.97
20906,hachure,5.166666666666667,3.7433333333333336,4.97
20907,hatching,5.166666666666667,3.7433333333333336,4.97
20908,crosshatch,5.166666666666667,3.7433333333333336,4.97
20909,own,5.7054166666666655,4.1066666666666665,5.702500000000001
20910,hawthorn,4.35,3.72,4.71
20911,mortarboard,5.623333333333334,3.9233333333333333,5.489999999999999
20912,vend,5.3070588235294105,3.9382352941176473,5.37764705882353
20913,hayrick,5.86,3.58,5.38
20914,rick,5.189130434782609,4.008695652173913,5.404347826086956
20915,amiss,4.578000000000001,4.4430000000000005,4.487
20916,HAZMAT,,,
20917,fountainhead,5.587058823529412,4.108235294117647,5.658235294117646
20918,drumhead,5.525263157894737,4.046315789473684,5.646315789473684
20919,headland,5.587058823529412,4.108235294117647,5.658235294117646
20920,promontory,5.587058823529412,4.108235294117647,5.658235294117646
20921,straits,5.238620689655172,4.157758620689656,5.444310344827586
20922,caput,5.587058823529412,4.108235294117647,5.658235294117646
20923,foreland,5.587058823529412,4.108235294117647,5.658235294117646
20924,headspring,5.587058823529412,4.108235294117647,5.658235294117646
20925,cephalalgia,3.1233333333333335,5.1000000000000005,4.253333333333333
20926,lintel,5.43,3.9600000000000004,5.656666666666666
20927,headlamp,5.29,4.75,5.79
20928,HQ,5.045,3.925,5.675
20929,gravestone,3.936666666666667,4.3133333333333335,4.746666666666667
20930,wilful,5.375,4.855,6.295
20931,froward,5.375,4.855,6.295
20932,judicious,5.218333333333334,4.371666666666666,5.142500000000001
20933,alterative,6.62,3.7371428571428567,5.797142857142858
20934,sanative,6.62,3.7371428571428567,5.797142857142858
20935,goodly,6.582307692307692,4.182307692307693,6.366923076923077
20936,levelheaded,6.268235294117647,4.134117647058822,5.845882352941176
20937,goodish,6.582307692307692,4.182307692307693,6.366923076923077
20938,salubrious,6.438571428571429,4.180000000000001,6.341428571428572
20939,cumulation,5.445384615384616,3.8746153846153857,5.452307692307693
20940,agglomerate,5.445384615384616,3.8746153846153857,5.452307692307693
20941,cumulus,5.445384615384616,3.8746153846153857,5.452307692307693
20942,rumour,3.48,4.22,4.84
20943,mettle,5.744444444444444,4.022962962962963,5.608518518518519
20944,pyrosis,2.9,4.0,4.25
20945,hardhearted,2.795,4.215,4.82
20946,oestrus,5.77125,4.828749999999999,5.7162500000000005
20947,inflame,5.4428,4.9216,5.3043999999999984
20948,hotness,5.692857142857143,4.757142857142857,5.6885714285714295
20949,estrus,5.77125,4.828749999999999,5.7162500000000005
20950,warmer,4.994,4.792,4.808
20951,warming,5.313750000000001,4.07875,5.3225
20952,heft,5.199999999999999,4.491,5.1819999999999995
20953,heaving,5.199999999999999,4.491,5.1819999999999995
20954,Heaven,7.25,4.525,6.5600000000000005
20955,Eden,7.25,4.525,6.5600000000000005
20956,sonorous,4.7026666666666666,4.376,4.671333333333333
20957,labored,4.7026666666666666,4.376,4.671333333333333
20958,laboured,4.7026666666666666,4.376,4.671333333333333
20959,wakeless,5.386400000000001,4.264400000000001,5.1404000000000005
20960,clayey,4.7026666666666666,4.376,4.671333333333333
20961,cloggy,4.7026666666666666,4.376,4.671333333333333
20962,lowering,4.531578947368421,4.382105263157894,4.626315789473685
20963,ponderous,4.7026666666666666,4.376,4.671333333333333
20964,lumbering,4.7026666666666666,4.376,4.671333333333333
20965,hedging,5.597142857142857,4.441428571428571,5.627142857142857
20966,hedgerow,5.597142857142857,4.441428571428571,5.627142857142857
20967,attentiveness,6.170000000000001,3.7749999999999995,6.070714285714287
20968,reheel,5.705,4.199999999999999,5.6475
20969,brawny,6.247,4.532000000000001,6.551
20970,sinewy,6.047272727272728,4.508181818181819,6.395454545454546
20971,tallness,5.66625,4.005,5.633749999999999
20972,inheritor,6.2,4.295,5.755000000000001
20973,heritor,6.2,4.295,5.755000000000001
20974,inheritrix,5.68,4.6,5.42
20975,inheritress,5.68,4.6,5.42
20976,burglarise,3.466666666666667,5.816666666666666,3.42
20977,burgle,3.466666666666667,5.816666666666666,3.42
20978,burglarize,3.466666666666667,5.816666666666666,3.42
20979,He,6.35,3.57,5.46
20980,Helix,5.696666666666666,4.073333333333333,4.84
20981,perdition,3.7623076923076932,4.990769230769231,4.796153846153846
20982,Hell,3.7623076923076932,4.990769230769231,4.796153846153846
20983,Inferno,3.7623076923076932,4.990769230769231,4.796153846153846
20984,Hades,3.318571428571429,5.502857142857143,4.07
20985,Scheol,3.318571428571429,5.502857142857143,4.07
20986,netherworld,3.318571428571429,5.502857142857143,4.07
20987,steersman,5.19,3.0,5.33
20988,incapacitated,2.385,5.01,3.425
20989,ahem,5.47,3.05,6.13
20990,haematoma,3.11,4.62,3.25
20991,Hb,5.32,3.09,4.72
20992,haemoglobin,5.32,3.09,4.72
20993,bleeding,2.395,5.0,3.375
20994,haemorrhage,2.395,5.0,3.375
20995,haemostat,4.65,3.92,4.32
20996,hencoop,4.6,3.91,5.05
20997,precursor,5.286,3.776,5.15
20998,forerunner,5.286,3.776,5.15
20999,trumpeter,5.286,3.776,5.15
21000,ruck,5.364999999999999,3.9433333333333334,5.596666666666667
21001,unorthodoxy,4.47,4.7,4.3
21002,heterodoxy,4.47,4.7,4.3
21003,misbeliever,3.55,5.36,5.04
21004,anchorite,4.153333333333333,3.296666666666667,5.48
21005,solitudinarian,3.8725000000000005,3.6662500000000002,4.7675
21006,herniation,2.48,5.42,2.95
21007,Heron,5.214444444444445,4.797777777777778,5.122222222222222
21008,Hero,5.214444444444445,4.797777777777778,5.122222222222222
21009,heroical,6.027500000000001,4.7575,5.33
21010,diacetylmorphine,2.74,4.62,3.67
21011,valour,6.3100000000000005,4.8149999999999995,6.765000000000001
21012,valiancy,6.3100000000000005,4.8149999999999995,6.765000000000001
21013,valorousness,6.3100000000000005,4.8149999999999995,6.765000000000001
21014,valiance,6.3100000000000005,4.8149999999999995,6.765000000000001
21015,Hertz,5.32,3.96,5.785
21016,hesitating,3.48,2.83,5.28
21017,vacillation,4.958,4.321,5.044
21018,indisposition,4.3,3.9566666666666666,4.586666666666667
21019,hesitancy,4.3,3.9566666666666666,4.586666666666667
21020,falter,4.650666666666667,4.427333333333333,5.010666666666667
21021,wavering,4.3,3.9566666666666666,4.586666666666667
21022,faltering,4.975555555555555,4.21,5.161111111111111
21023,disinclination,4.3,3.9566666666666666,4.586666666666667
21024,hexadecimal,3.841666666666667,5.17,4.848333333333334
21025,foramen,5.1775,3.97,5.4975
21026,abatement,5.582727272727272,3.9000000000000004,5.382727272727274
21027,hiccough,4.5,3.95,3.72
21028,singultus,4.5,3.95,3.72
21029,chawbacon,4.873333333333334,4.763333333333334,5.343333333333334
21030,bumpkinly,4.873333333333334,4.763333333333334,5.343333333333334
21031,bumpkin,4.873333333333334,4.763333333333334,5.343333333333334
21032,rube,4.873333333333334,4.763333333333334,5.343333333333334
21033,yokel,4.873333333333334,4.763333333333334,5.343333333333334
21034,unsophisticated,5.704999999999999,4.013333333333333,5.686666666666667
21035,hayseed,4.873333333333334,4.763333333333334,5.343333333333334
21036,obliterate,4.721904761904763,3.8880952380952385,4.785238095238094
21037,hieroglyph,,,
21038,hieroglyphic,,,
21039,luxuriously,6.010000000000001,3.9533333333333336,5.95
21040,highschool,6.010000000000001,3.9533333333333336,5.95
21041,heights,6.010000000000001,3.9533333333333336,5.95
21042,richly,6.010000000000001,3.9533333333333336,5.95
21043,upland,5.9,4.95,5.5
21044,highlighting,5.93,3.81,5.756666666666667
21045,loftiness,6.255000000000001,4.734999999999999,6.98
21046,Highness,5.65,4.77,6.75
21047,highjacker,1.85,6.75,2.88
21048,highwayman,1.85,6.75,2.88
21049,hiking,4.994736842105263,4.311578947368422,5.306842105263158
21050,screaming,4.267058823529412,5.067647058823531,4.658235294117648
21051,uproarious,7.8,6.11,6.32
21052,Hill,5.42,3.3899999999999997,6.225
21053,craggy,5.7,3.43,4.81
21054,mountainous,5.7,3.43,4.81
21055,cragged,5.7,3.43,4.81
21056,soupcon,5.159285714285714,4.1603571428571415,5.448571428571428
21057,hep,5.595000000000001,4.0,5.26
21058,rosehip,5.595000000000001,4.0,5.26
21059,coxa,5.595000000000001,4.0,5.26
21060,hippy,4.6,3.91,6.24
21061,hipster,4.6,3.91,6.24
21062,Hippo,6.029999999999999,4.63,5.345
21063,sizz,5.65,4.186,5.188000000000001
21064,sibilation,5.65,4.186,5.188000000000001
21065,hushing,5.65,4.186,5.188000000000001
21066,siss,5.65,4.186,5.188000000000001
21067,sibilate,5.65,4.186,5.188000000000001
21068,whoosh,5.65,4.186,5.188000000000001
21069,hissing,5.65,4.186,5.188000000000001
21070,historiographer,6.0,2.76,4.64
21071,diachronic,6.385,3.355,4.945
21072,hitting,4.416470588235293,4.797647058823529,5.213529411764705
21073,enlistment,4.966666666666667,4.351428571428571,5.107142857142857
21074,preventative,4.585500000000001,4.511,4.862
21075,preventive,4.585500000000001,4.511,4.862
21076,avocation,5.5200000000000005,4.511428571428572,5.605714285714286
21077,hobbyhorse,5.336666666666666,4.023333333333333,5.59
21078,Rhenish,4.846666666666667,3.5566666666666666,5.1466666666666665
21079,hogg,4.286666666666666,4.226666666666667,4.546666666666666
21080,grunter,4.3175,4.6933333333333325,4.865
21081,hogget,4.286666666666666,4.226666666666667,4.546666666666666
21082,bathetic,5.037999999999999,3.832,5.3759999999999994
21083,drippy,5.037999999999999,3.832,5.3759999999999994
21084,slushy,5.037999999999999,3.832,5.3759999999999994
21085,soupy,5.037999999999999,3.832,5.3759999999999994
21086,schmaltzy,5.037999999999999,3.832,5.3759999999999994
21087,soppy,5.037999999999999,3.832,5.3759999999999994
21088,mawkish,5.037999999999999,3.832,5.3759999999999994
21089,kitschy,5.037999999999999,3.832,5.3759999999999994
21090,schmalzy,5.037999999999999,3.832,5.3759999999999994
21091,cakehole,4.726923076923077,4.001538461538462,4.836153846153845
21092,maw,4.726923076923077,4.001538461538462,4.836153846153845
21093,gob,4.807647058823529,3.930588235294118,4.957647058823529
21094,sanctitude,5.305,3.635,5.32
21095,Holly,6.67,4.3,4.97
21096,holograph,6.135,3.7600000000000002,4.98
21097,holographical,6.33,4.23,5.11
21098,roofless,2.21,4.38,3.78
21099,stateless,2.21,4.38,3.78
21100,dispossessed,2.21,4.38,3.78
21101,homy,5.153333333333333,3.18,5.55
21102,homelike,5.153333333333333,3.18,5.55
21103,householder,6.9,4.65,6.82
21104,homewards,6.37,4.24,5.96
21105,homosexualism,5.11,4.05,4.0
21106,homoeroticism,5.11,4.05,4.0
21107,queerness,5.355,3.82,4.85
21108,gayness,5.11,4.05,4.0
21109,honestness,7.43,3.32,6.81
21110,satinpod,7.43,3.32,6.81
21111,whitey,3.45,3.76,4.58
21112,honkey,3.45,3.76,4.58
21113,honkie,3.45,3.76,4.58
21114,pureness,6.8028571428571425,4.535714285714286,6.4957142857142856
21115,hootch,4.19,4.36,4.68
21116,crochet,4.452857142857143,4.250476190476191,5.022380952380952
21117,crotchet,4.505000000000001,4.220454545454547,5.053181818181818
21118,Hooker,3.8766666666666665,5.1499999999999995,4.55
21119,truancy,4.4,4.24,4.56
21120,wicket,6.336666666666666,3.353333333333333,5.346666666666667
21121,ballyhoo,4.754545454545454,4.520909090909091,5.343636363636364
21122,hops,5.324999999999999,3.98,5.195
21123,Hope,7.1025,4.922499999999999,6.5675
21124,aspirer,6.12,4.8975,5.9399999999999995
21125,wannabee,6.12,4.8975,5.9399999999999995
21126,drove,5.321428571428571,4.162857142857143,4.86142857142857
21127,purview,6.0120000000000005,3.623,5.756
21128,endocrine,4.86,4.87,4.33
21129,cornet,4.994285714285715,4.22,5.828571428571428
21130,tusk,5.075,3.8587499999999997,5.452500000000001
21131,hornlike,6.3933333333333335,6.43,5.300000000000001
21132,corneous,6.3933333333333335,6.43,5.300000000000001
21133,revulsion,3.38,6.13,3.49
21134,repugnance,3.38,6.13,3.49
21135,repulsion,4.5649999999999995,4.315,5.0600000000000005
21136,ahorseback,5.85,5.2,6.15
21137,hogback,5.85,5.2,6.15
21138,ahorse,5.85,5.2,6.15
21139,HP,5.57,4.52,6.0
21140,hosepipe,5.0,4.54,5.67
21141,hosiery,5.0,4.54,5.67
21142,Host,5.131666666666667,3.875,5.043333333333334
21143,boniface,5.131666666666666,3.875,5.043333333333334
21144,surety,5.470000000000001,4.4625,5.2299999999999995
21145,auberge,5.522307692307692,3.7815384615384606,5.564615384615384
21146,hostelry,5.522307692307692,3.7815384615384606,5.564615384615384
21147,uncongenial,3.1740000000000004,4.422,4.206
21148,enmity,3.0650000000000004,6.215,4.675000000000001
21149,antagonism,3.0650000000000004,6.215,4.675000000000001
21150,hr,5.275,3.57,5.21
21151,domiciliate,5.734444444444445,3.6549999999999994,5.751111111111111
21152,housekeep,4.745,3.51,5.199999999999999
21153,homemaker,5.42,3.73,5.86
21154,trapping,6.52,3.34,6.265000000000001
21155,lodging,6.52,3.34,6.265000000000001
21156,hutch,4.611666666666667,3.6533333333333338,5.081666666666667
21157,oscillate,5.46375,4.88875,5.1499999999999995
21158,vacillate,5.277500000000001,4.536249999999999,5.208125000000001
21159,yammer,4.25375,5.088749999999999,4.819999999999999
21160,wrawl,4.726666666666667,5.853333333333333,5.0
21161,yaup,4.558888888888889,5.111111111111111,4.90111111111111
21162,ululate,4.558888888888889,5.111111111111111,4.90111111111111
21163,ululation,4.726666666666667,5.853333333333333,5.0
21164,chromaticity,6.26,3.4,4.56
21165,miff,4.8,3.956666666666667,5.266666666666667
21166,chuff,5.235333333333333,4.1113333333333335,5.428666666666667
21167,Brobdingnagian,5.626666666666666,4.933333333333333,4.986666666666667
21168,Hull,5.05,2.67,4.91
21169,humanist,6.8149999999999995,3.0300000000000002,6.9399999999999995
21170,humanistic,6.8149999999999995,3.0300000000000002,6.9399999999999995
21171,improver,6.75,2.85,6.59
21172,humans,6.084999999999999,4.213636363636364,5.410454545454545
21173,humanness,6.45,4.708333333333333,5.525000000000001
21174,chagrin,4.201818181818182,3.851818181818182,4.587272727272727
21175,abase,4.3950000000000005,3.6940000000000004,4.720000000000001
21176,monotony,4.256666666666667,2.7733333333333334,4.609999999999999
21177,sameness,4.256666666666667,2.7733333333333334,4.609999999999999
21178,humidness,3.86,4.19,3.68
21179,humbleness,5.65,3.95,5.6
21180,witticism,5.812499999999999,4.31625,5.79875
21181,humour,5.5321428571428575,4.165,5.5857142857142845
21182,wittiness,5.812499999999999,4.31625,5.79875
21183,humourous,7.81,5.33,6.8
21184,crookback,4.4,3.765,3.555
21185,kyphosis,4.4,3.765,3.555
21186,c,5.93,3.4450000000000003,5.175
21187,thirstiness,4.308000000000001,4.880000000000001,4.388
21188,hungriness,4.308000000000001,4.880000000000001,4.388
21189,athirst,4.01,4.84,5.395
21190,Hunt,5.1,4.168333333333333,5.548333333333335
21191,wounded,3.1981250000000006,4.874999999999999,3.9681249999999997
21192,injurious,3.09,5.41,3.3
21193,deleterious,3.09,5.41,3.3
21194,quiesce,5.696923076923077,2.893076923076923,5.795384615384616
21195,hush,5.5600000000000005,3.038,5.711333333333332
21196,shuck,4.99,3.7657142857142856,5.194285714285714
21197,stubble,4.99,3.7657142857142856,5.194285714285714
21198,burly,4.634444444444445,4.435555555555556,5.348888888888888
21199,buirdly,4.634444444444445,4.435555555555556,5.348888888888888
21200,beefy,4.634444444444445,4.435555555555556,5.348888888888888
21201,trollop,3.9745454545454546,4.262727272727273,4.5618181818181816
21202,fornicatress,3.9745454545454546,4.262727272727273,4.5618181818181816
21203,strumpet,3.9745454545454546,4.262727272727273,4.5618181818181816
21204,adulteress,3.9745454545454546,4.262727272727273,4.5618181818181816
21205,jacinth,6.0,4.4,5.62
21206,loanblend,5.57,3.4299999999999997,4.7
21207,intercrossed,5.57,3.4299999999999997,4.7
21208,H,5.04,3.83,5.29
21209,aquiculture,5.42,4.09,5.52
21210,hyaena,4.64,4.63,4.71
21211,hygienics,6.38,4.63,7.0
21212,hygienical,5.91,3.86,7.14
21213,Hymen,4.9,5.35,5.55
21214,maidenhead,4.9,5.35,5.55
21215,mesmeric,5.25,3.73,3.94
21216,mesmerizing,5.25,3.73,3.94
21217,spellbinding,5.25,3.73,3.94
21218,soporific,4.385,4.055,3.6950000000000003
21219,mesmerist,5.1,3.83,3.39
21220,hypnotiser,5.1,3.83,3.39
21221,mesmerizer,5.1,3.83,3.39
21222,hypnotizer,5.1,3.83,3.39
21223,hypnotise,5.7,5.05,4.67
21224,mesmerise,5.7,5.05,4.67
21225,mesmerize,5.7,5.05,4.67
21226,hypochondriacal,2.89,5.29,3.75
21227,dissembler,2.987,4.7170000000000005,3.9849999999999994
21228,dissimulator,2.987,4.7170000000000005,3.9849999999999994
21229,subcutaneous,2.9,4.78,4.58
21230,hypo,2.9,4.78,4.58
21231,conjectural,5.4363636363636365,3.9872727272727273,5.468181818181819
21232,supposititious,5.4363636363636365,3.9872727272727273,5.468181818181819
21233,divinatory,5.4363636363636365,3.9872727272727273,5.468181818181819
21234,suppositional,5.4363636363636365,3.9872727272727273,5.468181818181819
21235,hypothetic,5.4363636363636365,3.9872727272727273,5.468181818181819
21236,suppositious,5.4363636363636365,3.9872727272727273,5.468181818181819
