Word,V,A,D
pietistic,4.37,4.9,5.09
self-righteous,4.37,4.9,5.09
pharisaic,4.37,4.9,5.09
chancel,5.413333333333334,3.85,4.803333333333334
bema,5.413333333333334,3.85,4.803333333333334
sanctum_sanctorum,5.574999999999999,3.555,5.495
Amandine_Aurore_Lucie_Dupin,5.400000000000001,3.876666666666667,5.7683333333333335
Baroness_Dudevant,5.400000000000001,3.876666666666667,5.7683333333333335
Sand,5.400000000000001,3.876666666666667,5.7683333333333335
George_Sand,5.400000000000001,3.876666666666667,5.7683333333333335
sandpit,5.75,3.4,6.1
sandpile,5.75,3.4,6.1
drum_sander,5.4,3.29,5.46
electric_sander,5.4,3.29,5.46
smoother,5.4,3.29,5.46
emery_paper,5.555,3.2800000000000002,5.245
healthful,6.33,3.09,7.44
sanitisation,4.76,4.3,6.33
sanitization,4.76,4.3,6.33
saneness,5.95,4.05,6.22
cerulean,6.92,4.88,6.0
azure,6.92,4.88,6.0
lazuline,6.92,4.88,6.0
sky-blue,6.92,4.88,6.0
pilchard,4.24,3.95,5.38
sard,4.24,3.95,5.38
Sardina_pilchardus,4.24,3.95,5.38
sardius,4.24,3.95,5.38
window_sash,4.71,4.175,5.09
Sassafras_albidum,5.48,3.67,5.48
sassafras_tree,5.48,3.67,5.48
Satanic,3.294285714285714,5.354285714285714,4.008571428571429
orbiter,5.914999999999999,4.76,5.32
artificial_satellite,5.914999999999999,4.76,5.32
atonement,7.445,3.8550000000000004,6.3100000000000005
expiation,7.445,3.8550000000000004,6.3100000000000005
slaked,6.646000000000001,4.042,6.292
quenched,6.646000000000001,4.042,6.292
impregnation,4.805,5.455,4.99
lecher,4.05,4.14,5.25
lech,4.05,4.14,5.25
forest_god,4.05,4.14,5.25
letch,4.05,4.14,5.25
sweat_room,5.68,4.95,5.77
feral,3.816470588235294,5.490000000000001,4.502941176470588
ferine,3.816470588235294,5.490000000000001,4.502941176470588
savanna,6.05,3.5,5.86
Savannah_River,6.05,3.5,5.86
Savannah,6.05,3.5,5.86
pull_through,6.080909090909092,4.190909090909091,5.832727272727272
make_unnecessary,6.015000000000001,4.121250000000001,5.81375
lay_aside,6.015000000000001,4.121250000000001,5.81375
save_up,6.015000000000001,4.121250000000001,5.81375
bring_through,6.015000000000001,4.121250000000001,5.81375
rescuer,6.515000000000001,3.5250000000000004,5.535
recoverer,6.44,2.68,5.84
nest_egg,6.015000000000001,4.12125,5.813749999999999
Jesus_Christ,6.59,4.37,5.23
Saviour,6.59,4.37,5.23
Good_Shepherd,6.59,4.37,5.23
Jesus_of_Nazareth,6.59,4.37,5.23
the_Nazarene,6.59,4.37,5.23
Christ,6.59,4.37,5.23
Deliverer,6.59,4.37,5.23
Redeemer,6.59,4.37,5.23
deliverer,6.59,4.37,5.23
Jesus,6.59,4.37,5.23
Savior,6.59,4.37,5.23
saviour,6.59,4.37,5.23
sawing_machine,5.976097560975609,3.8765853658536584,6.045609756097561
power_saw,5.976097560975609,3.8765853658536584,6.045609756097561
lumbermill,4.57,4.9,4.72
Sax,6.24,4.035,5.68
Adolphe_Sax,6.24,4.035,5.68
au_revoir,5.22,3.15,4.92
good_day,5.22,3.15,4.92
good-by,5.22,3.15,4.92
arrivederci,5.22,3.15,4.92
adios,5.22,3.15,4.92
cheerio,5.22,3.15,4.92
bye-bye,5.22,3.15,4.92
so_long,5.22,3.15,4.92
goodbye,5.22,3.15,4.92
adieu,5.22,3.15,4.92
auf_wiedersehen,5.22,3.15,4.92
goodby,5.22,3.15,4.92
good-bye,5.22,3.15,4.92
scale_leaf,5.303333333333334,3.4033333333333338,5.526666666666666
descale,5.303333333333334,3.4033333333333338,5.526666666666666
graduated_table,5.303333333333334,3.4033333333333338,5.526666666666666
musical_scale,5.303333333333334,3.4033333333333338,5.526666666666666
ordered_series,5.303333333333334,3.4033333333333338,5.526666666666666
exfoliation,5.303333333333334,3.4033333333333338,5.526666666666666
scurf,5.303333333333334,3.4033333333333338,5.526666666666666
scale_of_measurement,5.303333333333334,3.4033333333333338,5.526666666666666
weighing_machine,5.303333333333334,3.4033333333333338,5.526666666666666
cozenage,3.814,4.008,4.196
CAT_scan,5.404999999999999,3.8899999999999997,5.65
digital_scanner,5.57,4.0,5.33
image_scanner,5.57,4.0,5.33
electronic_scanner,5.57,4.0,5.33
whipping_boy,3.0,4.8,3.65
cicatrice,4.062500000000001,4.725,4.2625
cicatrix,4.062500000000001,4.725,4.2625
scarcely,3.37,3.9,4.04
barely,3.37,3.9,4.04
hardly,3.37,3.9,4.04
panic_attack,3.474,5.5280000000000005,3.95
strawman,5.19,3.16,5.37
bird-scarer,5.19,3.16,5.37
scarer,5.19,3.16,5.37
straw_man,5.19,3.16,5.37
scarf_joint,6.0,2.39,6.39
scat_singing,5.255,4.6625,5.3100000000000005
scattering,4.836,3.7700000000000005,5.11
strewing,4.823333333333333,3.7383333333333333,5.155
odorize,6.231818181818183,4.415454545454546,5.425454545454546
odourise,6.231818181818183,4.415454545454546,5.425454545454546
sceptre,5.051666666666667,3.8666666666666667,5.045
schematic_drawing,5.156666666666666,3.9499999999999997,5.55
Austrian_schilling,5.25,2.8,4.76
schizophrenic_disorder,3.42,6.76,3.35
dementia_praecox,3.42,6.76,3.35
schizophrenic_psychosis,3.42,6.76,3.35
schizoid,2.91,5.41,3.1
schlepper,4.55,3.59,5.07
shlepper,4.55,3.59,5.07
shlep,4.55,3.59,5.07
pull_along,4.55,3.59,5.07
shmo,3.95,4.95,4.44
shmuck,3.95,4.95,4.44
schmo,3.95,4.95,4.44
schnaps,5.79,4.65,5.42
Wiener_schnitzel,5.55,4.46,5.33
scholarly_person,6.1675,4.1225000000000005,6.285
bookman,6.1675,4.1225000000000005,6.285
encyclopedism,6.76,5.8,6.08
encyclopaedism,6.76,5.8,6.08
erudition,6.76,5.8,6.08
eruditeness,6.76,5.8,6.08
learnedness,6.76,5.8,6.08
Scholastic,6.65,3.135,5.995
schooltime,6.196666666666666,4.085,5.781666666666666
school_day,6.196666666666666,4.085,5.781666666666666
shoal,5.862857142857144,3.9299999999999997,5.805714285714286
Lutjanus_apodus,5.1866666666666665,3.6933333333333334,4.8933333333333335
school_teacher,5.14,3.95,5.23
school_assignment,4.71,4.09,5.81
scientific_discipline,6.485,5.095000000000001,7.075
fulgid,6.640000000000001,5.0275,5.555000000000001
scintillate,6.165,4.659285714285714,5.6135714285714275
glinting,6.640000000000001,5.0275,5.555000000000001
glittering,6.640000000000001,5.0275,5.555000000000001
coruscate,6.264545454545455,4.725454545454546,5.706363636363636
effervescent,6.21375,4.79,5.58
aglitter,6.640000000000001,5.0275,5.555000000000001
coruscant,6.640000000000001,5.0275,5.555000000000001
glittery,6.640000000000001,5.0275,5.555000000000001
glistering,6.640000000000001,5.0275,5.555000000000001
scintillant,6.640000000000001,5.0275,5.555000000000001
scissors_hold,5.03,4.02,6.89
scissors_grip,5.03,4.02,6.89
scissor_hold,5.03,4.02,6.89
pair_of_scissors,5.03,4.02,6.89
scissor_grip,5.03,4.02,6.89
scissor,5.03,4.02,6.89
scoop_shovel,5.121428571428572,3.974285714285714,5.678571428571429
scoopful,5.121428571428572,3.974285714285714,5.678571428571429
scoop_out,5.121428571428572,3.974285714285714,5.678571428571429
scoop_up,5.121428571428572,3.974285714285714,5.678571428571429
lift_out,5.121428571428572,3.974285714285714,5.678571428571429
scoter,5.42,3.72,5.35
sea_scooter,5.42,3.72,5.35
ice_yacht,5.42,3.72,5.35
water_scooter,5.42,3.72,5.35
motor_scooter,5.42,3.72,5.35
cathode-ray_oscilloscope,5.651428571428572,3.5557142857142856,5.51
CRO,5.651428571428572,3.5557142857142856,5.51
oscilloscope,5.651428571428572,3.5557142857142856,5.51
singe,3.6966666666666668,4.61,4.89
sexual_conquest,5.079000000000001,4.582,5.779
nock,5.079000000000001,4.582,5.779
musical_score,5.079000000000001,4.582,5.779
scorekeeper,5.42,3.64,6.41
Scorpio_the_Scorpion,3.68,6.45,4.67
Scorpio,3.68,6.45,4.67
Scorpion,3.68,6.45,4.67
sparing,5.033333333333334,4.223333333333333,5.038333333333333
Scotch_whisky,5.033333333333334,4.223333333333333,5.038333333333333
Scottish,5.033333333333334,4.223333333333333,5.038333333333333
frugal,5.033333333333334,4.223333333333333,5.038333333333333
Scotch,5.033333333333334,4.223333333333333,5.038333333333333
Scotch_whiskey,5.033333333333334,4.223333333333333,5.038333333333333
malt_whiskey,5.033333333333334,4.223333333333333,5.038333333333333
stinting,5.033333333333334,4.223333333333333,5.038333333333333
Scotch_malt_whiskey,5.033333333333334,4.223333333333333,5.038333333333333
Scotch_malt_whisky,5.033333333333334,4.223333333333333,5.038333333333333
Scots,5.033333333333334,4.223333333333333,5.038333333333333
malt_whisky,5.033333333333334,4.223333333333333,5.038333333333333
abrade,4.425000000000001,4.459999999999999,5.1975
flagellum,3.1399999999999997,5.045555555555556,3.9966666666666666
flagellate,3.1399999999999997,5.045555555555556,3.9966666666666666
talent_scout,4.95,3.5725000000000002,5.4312499999999995
Scout,4.95,3.5725000000000002,5.4312499999999995
reconnoiter,4.95,3.5725000000000002,5.4312499999999995
reconnoitre,4.95,3.5725000000000002,5.4312499999999995
Scrabble,5.913333333333333,3.7899999999999996,6.3566666666666665
grope_for,5.913333333333333,3.7899999999999996,6.3566666666666665
throw_together,4.42375,4.49875,4.89
sputter,5.044047619047619,4.300952380952381,5.290238095238093
scamper,4.515555555555555,4.517777777777778,5.153333333333333
clamber,5.114242424242424,4.4300000000000015,5.374545454545453
shinny,5.114242424242424,4.4300000000000015,5.374545454545453
trail_bike,4.86,3.44,5.21
dirt_bike,4.86,3.44,5.21
scraping,4.580384615384616,4.400769230769231,5.026923076923077
scrape_up,4.580384615384616,4.400769230769231,5.026923076923077
genuflect,4.572,4.545999999999999,4.794
abrasion,4.580384615384616,4.400769230769231,5.026923076923077
scratch_up,4.580384615384616,4.400769230769231,5.026923076923077
scratching,4.580384615384616,4.400769230769231,5.026923076923077
excoriation,4.580384615384616,4.400769230769231,5.026923076923077
cacography,4.66,4.411538461538461,5.123461538461539
scrawl,4.66,4.411538461538461,5.123461538461539
starting_line,4.924615384615385,4.30897435897436,5.177692307692308
excise,4.916500000000001,4.508250000000001,5.304500000000001
expunge,4.916500000000001,4.508250000000001,5.304500000000001
scratch_line,4.924615384615385,4.30897435897436,5.177692307692308
scrubby,4.625,4.265,4.7
weedy,4.826666666666667,4.113333333333333,5.113333333333333
underweight,4.826666666666667,4.113333333333333,5.113333333333333
stunted,4.625,4.265,4.7
screeching,4.046250000000001,5.002500000000001,4.554375
shrieking,4.046250000000001,5.002500000000001,4.554375
bellower,4.245,5.58,4.88
screecher,4.245,5.58,4.88
shouter,4.245,5.58,4.88
scorcher,4.245,5.58,4.88
roarer,4.245,5.58,4.88
bawler,4.245,5.58,4.88
skreigh,4.098571428571429,4.825714285714286,4.744285714285715
filmdom,4.8237499999999995,4.0975,4.92
screen_out,4.894,4.032,5.130000000000001
screenland,4.8237499999999995,4.0975,4.92
sieve,5.168620689655172,4.026551724137932,5.387241379310344
projection_screen,4.8237499999999995,4.0975,4.92
silver_screen,4.8237499999999995,4.0975,4.92
screen_door,4.8237499999999995,4.0975,4.92
CRT_screen,4.8237499999999995,4.0975,4.92
film_writer,6.21,3.64,5.59
drive_in,5.350666666666667,5.201999999999999,5.11
screw_propeller,5.350666666666667,5.201999999999999,5.11
screw-loose,3.86,4.19,4.84
melee,4.91,5.63,4.75
battle_royal,4.91,5.63,4.75
sacred_scripture,5.47,2.89,5.15
schnorr,3.67,4.05,4.43
shnorr,3.67,4.05,4.43
scrub_up,4.546,3.8699999999999997,5.164
scrubbing,4.546,3.8699999999999997,5.164
scouring,4.546,3.8699999999999997,5.164
Aqua-Lung,5.86,3.86,5.05
aqualung,5.86,3.86,5.05
shamble,4.722222222222222,4.043333333333333,5.332222222222223
scuffle_hoe,4.132,4.308,5.026
Dutch_hoe,4.132,4.308,5.026
sculpturer,5.91,4.87,6.05
Sculptor,5.91,4.87,6.05
statue_maker,5.91,4.87,6.05
carving,4.45,4.01,4.675
skitter,5.057333333333333,4.287999999999999,5.266666666666667
scorbutus,3.4375,4.0975,3.8599999999999994
coal_scuttle,4.466666666666666,4.35,5.246666666666666
sealskin,5.23,3.126666666666667,5.923333333333333
cachet,5.23,3.126666666666667,5.923333333333333
Navy_SEAL,5.23,3.126666666666667,5.923333333333333
SEAL,5.23,3.126666666666667,5.923333333333333
sealing_wax,5.23,3.126666666666667,5.923333333333333
seal_of_approval,5.23,3.126666666666667,5.923333333333333
Nellie_Bly,4.920000000000001,3.793333333333333,5.22
Seaman,4.920000000000001,3.793333333333333,5.22
Elizabeth_Seaman,4.920000000000001,3.793333333333333,5.22
Elizabeth_Cochrane_Seaman,4.920000000000001,3.793333333333333,5.22
lookup,5.692857142857142,4.167142857142857,5.968571428571429
time_of_year,5.335,4.0525,5.8475
seasonal_worker,6.58,4.3,4.68
seasoner,5.5440000000000005,3.7520000000000002,5.886
flavoring,5.5440000000000005,3.7520000000000002,5.886
flavorer,5.5440000000000005,3.7520000000000002,5.886
flavourer,5.5440000000000005,3.7520000000000002,5.886
flavouring,5.5440000000000005,3.7520000000000002,5.886
sit_down,5.356190476190475,3.8738095238095234,5.503809523809524
seat_belt,5.79,3.55,4.79
seats,5.6325,3.2625,5.7725
seating_area,5.6325,3.2625,5.7725
seating_room,5.6325,3.2625,5.7725
s,5.252,3.6809999999999996,5.431
secant,4.985,3.215,4.935
unsweet,4.985,3.215,4.935
SEC,4.985,3.215,4.935
Securities_and_Exchange_Commission,4.985,3.215,4.935
cloistered,4.7675,3.695,4.7700000000000005
sequestered,4.7675,3.695,4.7700000000000005
seclude,5.037692307692309,3.7230769230769236,5.2215384615384615
arcsecond,5.252,3.6809999999999996,5.431
second_base,5.252,3.6809999999999996,5.431
2d,5.252,3.6809999999999996,5.431
secondly,5.252,3.6809999999999996,5.431
second_gear,5.252,3.6809999999999996,5.431
2nd,5.252,3.6809999999999996,5.431
secondary_winding,4.39,4.083333333333333,4.3999999999999995
secondary_coil,4.39,4.083333333333333,4.3999999999999995
used,5.53,3.77,3.93
unavowed,5.377142857142857,4.3,4.823571428571428
arcanum,5.377142857142857,4.3,4.823571428571428
secretarial_assistant,5.18,3.8,6.68
escritoire,5.18,3.8,6.68
secretaire,5.18,3.8,6.68
writing_table,5.18,3.8,6.68
religious_order,4.46,3.8,4.615
religious_sect,4.46,3.8,4.615
plane_section,4.555714285714286,3.562857142857143,5.117142857142858
discussion_section,4.555714285714286,3.562857142857143,5.117142857142858
batten,6.218750000000001,3.6681250000000003,6.288125
batten_down,6.218750000000001,3.6681250000000003,6.288125
security_measure,6.38,4.04,6.06
security_measures,6.38,4.04,6.06
security_department,6.38,4.04,6.06
security_system,6.38,4.04,6.06
sedan_chair,5.25,3.37,4.84
staid,4.9399999999999995,3.4859999999999998,5.742
drugging,4.38,3.48,4.12
tranquillizing,4.18,3.29,4.13
tranquilising,4.18,3.29,4.13
tranquillising,4.18,3.29,4.13
tranquilizing,4.18,3.29,4.13
ataractic,4.406666666666666,3.233333333333333,4.37
ataraxic,4.18,3.29,4.13
ladies'_man,3.84,6.33,5.57
lady_killer,3.84,6.33,5.57
seeded_player,4.994285714285715,4.387142857142857,5.231428571428572
squalid,3.892142857142857,4.4192857142857145,4.535
seamy,3.892142857142857,4.4192857142857145,4.535
quester,6.33,4.95,5.85
searcher,6.33,4.95,5.85
teetertotter,6.5,4.58,5.14
teeter-totter,6.5,4.58,5.14
teeterboard,6.5,4.58,5.14
tilting_board,6.5,4.58,5.14
teeter,6.5,4.58,5.14
dandle_board,6.5,4.58,5.14
separatism,3.05,4.09,3.59
seismal,4.45,4.32,3.78
ictus,4.05,5.05,3.58
blue-ribbon,6.305714285714286,4.2214285714285715,6.090000000000001
survival_of_the_fittest,6.114285714285714,4.104285714285714,6.249999999999999
natural_selection,6.114285714285714,4.104285714285714,6.249999999999999
Se,4.86,2.71,4.5
atomic_number_34,4.86,2.71,4.5
altruistic,7.11,4.52,6.63
trafficker,5.055,3.955,5.09
marketer,5.055,3.955,5.09
vender,5.055,3.955,5.09
club_soda,4.33,2.9,4.4
sparkling_water,4.33,2.9,4.4
carbonated_water,4.33,2.9,4.4
semitrailer,4.945,3.92,5.17
semifinal,4.945,3.92,5.17
semiautomatic_pistol,4.68,6.32,4.35
self-loading,4.68,6.32,4.35
autoloading,4.68,6.32,4.35
U.S._Senate,3.38,3.63,3.52
US_Senate,3.38,3.63,3.52
Senate,3.38,3.63,3.52
United_States_Senate,3.38,3.63,3.52
send_out,5.621428571428572,3.7657142857142856,5.782142857142858
fourth-year,5.176666666666667,2.89,4.7700000000000005
senior_status,5.785,4.15,6.045
higher_rank,5.785,4.15,6.045
higher_status,5.785,4.15,6.045
Senor,,,
Senorita,,,
sense_datum,6.396923076923077,4.6315384615384625,5.935384615384615
esthesis,6.396923076923077,4.6315384615384625,5.935384615384615
sense_experience,6.396923076923077,4.6315384615384625,5.935384615384615
sensory_faculty,6.33125,4.634375,5.8531249999999995
aesthesis,6.396923076923077,4.6315384615384625,5.935384615384615
sense_impression,6.396923076923077,4.6315384615384625,5.935384615384615
sentiency,6.33125,4.634375,5.8531249999999995
arresting,5.6579999999999995,5.343999999999999,5.382000000000001
smell_out,5.677333333333334,4.535333333333333,5.668000000000001
signified,6.074,4.5200000000000005,5.734
nitwitted,3.414,4.032,3.9560000000000004
soft-witted,3.414,4.032,3.9560000000000004
insensible,4.01875,3.9125000000000005,4.432499999999999
aesthesia,5.85,4.375,5.9350000000000005
esthesia,5.85,4.375,5.9350000000000005
sensitiveness,5.85,4.375,5.9350000000000005
predisposition,5.85,4.375,5.9350000000000005
sensorial,6.56,4.706666666666666,5.93
sultry,6.54,5.63,5.733333333333333
sensualness,6.71,5.45,6.26
sensualism,6.71,5.45,6.26
prison_term,4.584,3.946,4.8260000000000005
drippiness,6.0,3.55,5.71
soupiness,6.0,3.55,5.71
mushiness,6.0,3.55,5.71
mawkishness,6.0,3.55,5.71
freestanding,4.896666666666667,4.0525,5.2075000000000005
offprint,4.896666666666667,4.0525,5.2075000000000005
disjoined,4.896666666666667,4.0525,5.2075000000000005
reprint,4.896666666666667,4.0525,5.2075000000000005
legal_separation,3.6475,4.1875,4.8375
infected,3.5,3.76,3.05
subsequence,5.495,3.5949999999999998,5.640000000000001
chronological_succession,5.12,3.436666666666667,5.736666666666667
successiveness,5.12,3.436666666666667,5.736666666666667
chronological_sequence,5.12,3.436666666666667,5.736666666666667
divertimento,6.43,3.32,6.58
sergeant-at-law,3.89,5.1,3.83
serjeant,3.89,5.1,3.83
police_sergeant,3.89,5.1,3.83
serjeant-at-law,3.89,5.1,3.83
nonparallel,4.476666666666667,3.686666666666666,5.733333333333333
in_series,4.476666666666667,3.686666666666666,5.733333333333333
serial_publication,4.476666666666667,3.686666666666667,5.733333333333333
serialise,4.25,3.95,5.15
unplayful,4.3020000000000005,4.1979999999999995,4.998
distressfulness,6.115,4.16,5.800000000000001
earnestness,6.115,4.16,5.800000000000001
serious-mindedness,6.115,4.16,5.800000000000001
ophidian,3.74,6.035,3.62
blood_serum,4.1,3.78,5.38
handmaiden,4.095000000000001,3.455,4.675
handmaid,4.095000000000001,3.455,4.675
serve_well,5.8536363636363635,3.6990909090909088,6.1890909090909085
table_service,5.958,3.726,6.18
servicing,5.958,3.726,6.18
divine_service,5.958,3.726,6.18
military_service,5.958,3.726,6.18
Robert_William_Service,5.958,3.726,6.18
armed_service,5.958,3.726,6.18
religious_service,5.958,3.726,6.18
Service,5.958,3.726,6.18
service_of_process,5.958,3.726,6.18
Sesamum_indicum,5.45,3.95,5.91
benne,5.45,3.95,5.91
benni,5.45,3.95,5.91
benny,5.45,3.95,5.91
school_term,5.1,3.38,5.21
academic_term,5.1,3.38,5.21
sitting,5.1,3.38,5.21
