V,A,D
6.314285714285715,5.2057142857142855,6.4957142857142856
6.287692307692307,4.823076923076924,6.213076923076924
7.675000000000001,6.165,6.9
7.675000000000001,6.165,6.9
5.18,3.3200000000000003,5.904999999999999
5.18,3.3200000000000003,5.904999999999999
3.67,4.68,4.05
5.191666666666666,4.3999999999999995,5.486666666666667
5.191666666666666,4.3999999999999995,5.486666666666667
5.405,4.06,5.83
4.6000000000000005,5.413333333333333,5.953333333333333
4.6000000000000005,5.413333333333333,5.953333333333333
5.36,2.75,5.71
5.36,2.75,5.71
5.586250000000001,4.0725,5.665
5.586250000000001,4.0725,5.665
5.586250000000001,4.0725,5.665
5.586250000000001,4.0725,5.665
5.928333333333334,4.331666666666666,6.0183333333333335
5.605,4.1575,6.1475
5.605,4.1575,6.1475
4.83,4.075,5.295
2.15,4.91,3.24
1.58,6.21,4.21
1.58,6.21,4.21
1.58,6.21,4.21
5.5,4.0275,5.4475
5.5,4.0275,5.4475
5.5,4.0275,5.4475
6.403333333333333,4.673333333333333,6.45
5.63,3.67,5.58
4.63,3.67,4.91
4.5,3.86,5.0
4.5,3.86,5.0
3.733333333333334,3.3366666666666664,4.413333333333333
3.7357142857142853,4.465714285714285,4.3585714285714285
3.7357142857142853,4.465714285714285,4.3585714285714285
3.7357142857142853,4.465714285714285,4.3585714285714285
3.7357142857142853,4.465714285714285,4.3585714285714285
4.48,3.48,4.94
5.5035,3.7095,5.592499999999999
5.0,3.52,5.545
5.866999999999999,4.167,5.6240000000000006
7.506666666666668,4.800000000000001,5.510000000000001
7.506666666666668,4.800000000000001,5.510000000000001
7.506666666666668,4.800000000000001,5.510000000000001
7.506666666666668,4.800000000000001,5.510000000000001
7.506666666666668,4.800000000000001,5.510000000000001
7.506666666666668,4.800000000000001,5.510000000000001
7.506666666666668,4.800000000000001,5.510000000000001
7.506666666666668,4.800000000000001,5.510000000000001
4.6475,4.4625,4.7275
7.76,4.79,5.8
6.45,3.05,6.15
6.72,3.67,5.83
6.72,3.67,5.83
6.72,3.67,5.83
4.571,3.9400000000000004,4.692000000000001
4.571,3.9400000000000004,4.692000000000001
6.47,3.24,6.17
5.77,3.95,5.89
5.77,3.95,5.89
7.404999999999999,4.9325,5.7250000000000005
7.404999999999999,4.9325,5.7250000000000005
5.24,4.345,6.025
5.24,4.345,6.025
5.836666666666666,4.333333333333333,5.443333333333334
5.836666666666666,4.333333333333333,5.443333333333334
5.836666666666666,4.333333333333333,5.443333333333334
5.836666666666666,4.333333333333333,5.443333333333334
5.836666666666666,4.333333333333333,5.443333333333334
4.95,5.48,6.81
4.95,5.48,6.81
4.95,5.48,6.81
4.95,5.48,6.81
4.95,5.48,6.81
4.895999999999999,3.91,4.878
4.895999999999999,3.91,4.878
4.42,3.5,5.29
4.42,3.5,5.29
4.84,6.14,5.45
4.28,4.05,5.55
4.28,4.05,5.55
5.39,3.7199999999999998,5.525
5.39,3.7199999999999998,5.525
5.39,3.7199999999999998,5.525
5.39,3.7199999999999998,5.525
5.39,3.7199999999999998,5.525
5.4363636363636365,3.9872727272727273,5.468181818181818
3.9099999999999993,4.254,5.13
3.8150000000000004,3.73,4.385
3.8150000000000004,3.73,4.385
3.8150000000000004,3.73,4.385
6.375,3.24,6.800000000000001
6.375,3.24,6.800000000000001
6.375,3.24,6.800000000000001
6.375,3.24,6.800000000000001
6.375,3.24,6.800000000000001
6.375,3.24,6.800000000000001
6.375,3.24,6.800000000000001
6.375,3.24,6.800000000000001
5.24,4.41,5.3625
5.695,3.9675000000000002,6.2924999999999995
5.695,3.9675000000000002,6.2924999999999995
5.695,3.9675000000000002,6.2924999999999995
5.695,3.9675000000000002,6.2924999999999995
5.47,5.38,5.74
5.359999999999999,5.343333333333333,5.704999999999999
5.05,5.78,5.0
5.05,5.78,5.0
3.06,5.63,3.49
3.06,5.63,3.49
3.06,5.63,3.49
3.06,5.63,3.49
5.1,3.68,5.76
5.1,3.68,5.76
6.59,6.215,4.445
6.65,5.11,5.12
6.65,5.11,5.12
6.65,5.11,5.12
6.65,5.11,5.12
4.452500000000001,4.567500000000001,4.91
5.419,3.8160000000000003,4.983
6.256666666666667,4.376666666666667,5.883333333333334
6.68,4.81,6.25
5.043750000000001,4.005,5.30875
5.043750000000001,4.005,5.30875
5.043750000000001,4.005,5.30875
5.043750000000001,4.005,5.30875
5.043750000000001,4.005,5.30875
4.016,4.926,4.882
4.211666666666667,4.385,4.535
4.211666666666667,4.385,4.535
4.211666666666667,4.385,4.535
4.36,4.63,4.65
4.36,4.63,4.65
4.36,4.63,4.65
4.75,3.48,5.11
4.75,3.48,5.11
4.75,3.48,5.11
4.75,3.48,5.11
5.076428571428572,3.957857142857143,5.380714285714285
3.76,4.446666666666666,3.796666666666667
5.3075,4.692500000000001,5.3549999999999995
2.33,5.26,3.35
5.001666666666666,4.328333333333333,5.276666666666666
5.001666666666666,4.328333333333333,5.276666666666666
5.37,3.28,5.475
5.3509090909090915,3.811818181818181,5.36
5.2075000000000005,4.08,5.232499999999999
5.3509090909090915,3.811818181818181,5.36
5.3509090909090915,3.811818181818181,5.36
5.3509090909090915,3.811818181818181,5.36
5.35,3.23,6.22
6.8950000000000005,4.3075,5.985
6.8950000000000005,4.3075,5.985
6.8950000000000005,4.3075,5.985
6.8950000000000005,4.3075,5.985
6.8950000000000005,4.3075,5.985
6.8950000000000005,4.3075,5.985
6.8950000000000005,4.3075,5.985
6.85,4.2509999999999994,6.02
6.8950000000000005,4.3075,5.985
6.8950000000000005,4.3075,5.985
6.8950000000000005,4.3075,5.985
6.26,4.71,5.74
6.26,4.71,5.74
6.26,4.71,5.74
7.120000000000001,4.14,6.089999999999999
6.005833333333334,4.465,5.535833333333333
6.005833333333334,4.465,5.535833333333333
6.005833333333334,4.465,5.535833333333333
6.005833333333334,4.465,5.535833333333333
6.005833333333334,4.465,5.535833333333333
6.005833333333334,4.465,5.535833333333333
4.8966666666666665,4.8566666666666665,4.896666666666667
4.8966666666666665,4.8566666666666665,4.896666666666667
5.615,4.654999999999999,6.24
5.615,4.654999999999999,6.24
5.615,4.654999999999999,6.24
5.615,4.654999999999999,6.24
5.615,4.654999999999999,6.24
5.615,4.654999999999999,6.24
5.615,4.654999999999999,6.24
4.195,3.6100000000000003,4.87
6.26,4.26,6.48
6.26,4.26,6.48
5.601999999999999,4.660000000000001,5.404
6.05,5.8,5.08
6.05,5.8,5.08
6.05,5.8,5.08
6.05,5.8,5.08
5.24,4.477142857142858,5.24
5.24,4.477142857142858,5.24
5.24,4.477142857142858,5.24
5.24,4.477142857142858,5.24
5.24,4.477142857142858,5.24
5.354,4.473333333333333,5.205333333333333
5.3500000000000005,4.493749999999999,5.1812499999999995
5.024166666666667,4.274444444444445,5.09861111111111
5.354,4.473333333333333,5.205333333333333
5.291666666666667,3.9691666666666663,5.5441666666666665
5.291666666666667,3.9691666666666663,5.5441666666666665
3.45,5.71,4.44
3.45,5.71,4.44
3.45,5.71,4.44
4.86,3.65,5.31
4.86,3.65,5.31
5.18,5.046666666666667,5.353333333333333
6.15,5.15,5.19
5.25,4.72,4.68
6.36,3.68,4.81
6.36,3.68,4.81
6.36,3.68,4.81
6.36,3.68,4.81
6.36,3.68,4.81
6.36,3.68,4.81
6.36,3.68,4.81
6.36,3.68,4.81
6.36,3.68,4.81
6.145,3.145,5.13
5.67,2.77,4.96
6.145,3.145,5.13
6.48,3.74,5.55
6.48,3.74,5.55
6.73,3.745,5.93
5.975,4.025,5.82
6.694999999999999,3.655,6.3025
6.593333333333334,3.6,6.713333333333334
6.855,3.085,6.605
6.45,6.3,5.69
7.15,4.19,5.62
7.15,4.19,5.62
7.15,4.19,5.62
6.234999999999999,3.995,6.09
6.234999999999999,3.995,6.09
6.234999999999999,3.995,6.09
5.42,4.29,5.39
5.16,4.3,5.64
5.16,4.3,5.64
4.529999999999999,3.16,4.745
4.529999999999999,3.16,4.745
4.529999999999999,3.16,4.745
4.529999999999999,3.16,4.745
6.44,3.11,5.25
5.180000000000001,3.76,5.455
4.62,3.52,4.65
4.62,3.52,4.65
6.43,2.23,5.19
6.43,2.23,5.19
6.43,2.23,5.19
5.37,3.7,5.058
5.232857142857143,3.3985714285714286,4.9628571428571435
4.5,5.0,5.62
4.5,5.0,5.62
5.266666666666667,3.1466666666666665,5.3933333333333335
5.266666666666667,3.1466666666666665,5.3933333333333335
4.91,3.04,5.012499999999999
4.91,3.04,5.012499999999999
4.91,3.04,5.012499999999999
4.91,3.04,5.012499999999999
4.91,3.04,5.012499999999999
5.07625,3.4974999999999996,5.30125
5.07625,3.4974999999999996,5.30125
5.07625,3.4974999999999996,5.30125
5.07625,3.4974999999999996,5.30125
5.07625,3.4974999999999996,5.30125
5.07625,3.4974999999999996,5.30125
5.71,3.95,5.94
6.18,3.62,6.32
6.0,4.17,5.32
6.0,4.17,5.32
5.089090909090908,4.123636363636364,5.244545454545454
5.089090909090908,4.123636363636364,5.244545454545454
5.089090909090908,4.123636363636364,5.244545454545454
4.81,4.57,4.8
5.11,3.56,5.53
5.11,3.56,5.53
5.11,3.56,5.53
4.953333333333334,4.343333333333333,5.496666666666666
4.953333333333334,4.343333333333333,5.496666666666666
6.63,4.45,6.42
6.63,4.45,6.42
6.63,4.45,6.42
5.45,4.05,4.71
5.45,4.05,4.71
5.311000000000001,4.005000000000001,5.433
5.311000000000001,4.005000000000001,5.433
4.99,4.52,5.605
4.99,4.52,5.605
5.989999999999999,3.856666666666667,5.82
5.824666666666667,4.026666666666667,6.028666666666667
5.215714285714286,3.7400000000000007,5.71
4.515,4.775,5.0
4.991666666666666,4.223333333333334,5.083333333333333
5.468571428571428,4.534285714285715,5.838571428571429
5.468571428571428,4.534285714285715,5.838571428571429
5.468571428571428,4.534285714285715,5.838571428571429
5.468571428571428,4.534285714285715,5.838571428571429
5.468571428571428,4.534285714285715,5.838571428571429
5.468571428571428,4.534285714285715,5.838571428571429
5.468571428571428,4.534285714285715,5.838571428571429
5.468571428571428,4.534285714285715,5.838571428571429
5.468571428571428,4.534285714285715,5.838571428571429
5.468571428571428,4.534285714285715,5.838571428571429
6.81,3.9,6.0
5.8566666666666665,4.273333333333333,5.94
4.394285714285714,4.371428571428571,5.168571428571428
4.394285714285714,4.371428571428571,5.168571428571428
5.404999999999999,4.075,5.42
5.404999999999999,4.075,5.42
5.404999999999999,4.075,5.42
5.404999999999999,4.075,5.42
5.404999999999999,4.075,5.42
5.404999999999999,4.075,5.42
4.74,4.0,5.33
4.74,4.0,5.33
4.74,4.0,5.33
4.74,4.0,5.33
4.728666666666667,4.421333333333333,4.805999999999999
5.69,3.7900000000000005,5.3999999999999995
5.69,3.7900000000000005,5.3999999999999995
5.69,3.7900000000000005,5.3999999999999995
5.69,3.7900000000000005,5.3999999999999995
5.69,3.7900000000000005,5.3999999999999995
5.69,3.7900000000000005,5.3999999999999995
5.65,2.67,5.6
5.65,2.67,5.6
2.19,4.9,3.33
4.728666666666667,4.421333333333333,4.805999999999999
3.37,6.76,4.04
3.37,6.76,4.04
5.316,4.281000000000001,5.914
4.76,3.1,5.35
4.76,3.1,5.35
4.76,3.1,5.35
4.76,3.1,5.35
3.9,3.96,4.77
4.79,2.9,4.36
4.856,3.3340000000000005,5.228
4.856,3.3340000000000005,5.228
4.274000000000001,5.51,4.7299999999999995
4.274000000000001,5.51,4.7299999999999995
4.274000000000001,5.51,4.7299999999999995
4.274000000000001,5.51,4.7299999999999995
5.066666666666666,3.6366666666666667,4.986666666666667
5.066666666666666,3.6366666666666667,4.986666666666667
5.066666666666666,3.6366666666666667,4.986666666666667
5.066666666666666,3.6366666666666667,4.986666666666667
5.066666666666666,3.6366666666666667,4.986666666666667
5.066666666666666,3.6366666666666667,4.986666666666667
5.832222222222222,4.20888888888889,6.0488888888888885
5.832222222222222,4.20888888888889,6.0488888888888885
5.832222222222222,4.20888888888889,6.0488888888888885
5.832222222222222,4.20888888888889,6.0488888888888885
5.832222222222222,4.20888888888889,6.0488888888888885
5.832222222222222,4.20888888888889,6.0488888888888885
5.832222222222222,4.20888888888889,6.0488888888888885
5.832222222222222,4.20888888888889,6.0488888888888885
4.7,3.7,5.77
5.55,4.22,5.0
4.86,4.16,4.38
4.963333333333334,3.9333333333333336,4.8133333333333335
6.48,2.605,5.91
6.48,2.605,5.91
6.48,2.605,5.91
6.23,3.83,5.9675
6.23,3.83,5.9675
6.23,3.83,5.9675
6.23,3.83,5.9675
6.23,3.83,5.9675
6.5,3.57,5.58
6.44,2.76,5.61
6.44,2.76,5.61
6.44,2.76,5.61
6.44,2.76,5.61
5.7,3.73,5.7
5.7,3.73,5.7
5.7,3.73,5.7
5.7,3.73,5.7
5.63,3.855,6.175000000000001
4.223333333333334,4.7540000000000004,5.166666666666667
3.67,4.92,3.42
3.67,4.92,3.42
3.67,4.92,3.42
3.67,4.92,3.42
4.844117647058823,4.465294117647058,4.951176470588234
4.844117647058823,4.465294117647058,4.951176470588234
4.844117647058823,4.465294117647058,4.951176470588234
4.844117647058823,4.465294117647058,4.951176470588234
5.25,2.47,5.43
5.77,4.1,5.55
5.870000000000001,4.33,6.4575000000000005
5.5,3.84,5.034000000000001
4.4688888888888885,3.525555555555556,5.017777777777778
4.4688888888888885,3.525555555555556,5.017777777777778
4.4688888888888885,3.525555555555556,5.017777777777778
5.4,3.68,6.15
5.4,3.68,6.15
5.4,3.68,6.15
5.4,3.68,6.15
4.39,3.7900000000000005,4.886666666666667
3.11,4.05,4.12
3.11,4.05,4.12
5.376666666666668,3.5133333333333336,5.72
5.9,5.68,4.62
5.0,5.7,5.26
6.2675,3.8625,5.557500000000001
6.0,4.0,5.37
6.0,4.0,5.37
6.3225,4.3575,5.880000000000001
6.3225,4.3575,5.880000000000001
6.3225,4.3575,5.880000000000001
6.3225,4.3575,5.880000000000001
6.403999999999999,4.144,5.928
6.3225,4.3575,5.880000000000001
6.3225,4.3575,5.880000000000001
6.3225,4.3575,5.880000000000001
6.3225,4.3575,5.880000000000001
5.333,3.694,5.527
5.333,3.694,5.527
5.895,3.3274999999999997,5.3525
5.895,3.3274999999999997,5.3525
5.895,3.3274999999999997,5.3525
4.336666666666666,3.943333333333334,4.706666666666666
5.261428571428572,4.4157142857142855,5.551428571428572
5.261428571428572,4.4157142857142855,5.551428571428572
5.261428571428572,4.4157142857142855,5.551428571428572
5.261428571428572,4.4157142857142855,5.551428571428572
5.261428571428572,4.4157142857142855,5.551428571428572
5.261428571428572,4.4157142857142855,5.551428571428572
5.261428571428572,4.4157142857142855,5.551428571428572
5.261428571428572,4.4157142857142855,5.551428571428572
5.295,3.5,6.055
5.0,3.42,5.69
4.336666666666666,3.943333333333334,4.706666666666666
5.913333333333333,4.751111111111111,5.725555555555555
5.913333333333333,4.751111111111111,5.725555555555555
4.955,3.355,4.795
5.7700000000000005,4.483333333333333,5.873333333333332
5.7700000000000005,4.483333333333333,5.873333333333332
4.57,2.59,5.41
4.970000000000001,4.1075,5.085
5.332142857142856,3.95,5.536428571428572
5.332142857142856,3.95,5.536428571428572
5.332142857142856,3.95,5.536428571428572
5.332142857142856,3.95,5.536428571428572
7.3525,4.34,5.9825
7.3525,4.34,5.9825
7.3525,4.34,5.9825
4.55,3.77,5.05
5.4,3.89,5.68
4.595000000000001,4.390000000000001,4.885
2.6950000000000003,4.9,4.19
2.6950000000000003,4.9,4.19
2.6950000000000003,4.9,4.19
6.615,3.76,5.9
4.6,3.65,5.68
4.6,3.65,5.68
4.6,3.65,5.68
6.29,4.0,4.95
6.29,4.0,4.95
4.945,3.875,6.015000000000001
4.945,3.875,6.015000000000001
4.526666666666666,4.358333333333333,5.136666666666666
4.526666666666666,4.358333333333333,5.136666666666666
3.08,4.24,3.53
5.8133333333333335,3.176666666666667,5.4366666666666665
3.4128571428571424,6.06,3.608571428571428
4.16,4.29,5.32
1.6,7.42,2.69
1.6,7.42,2.69
5.105833333333334,4.390833333333333,5.1475
5.105833333333334,4.390833333333333,5.1475
5.133571428571429,4.364285714285715,5.251428571428571
5.105833333333334,4.390833333333333,5.1475
5.16,3.42,6.145
3.33,5.52,4.2
5.75,3.21,5.75
5.75,3.21,5.75
5.75,3.21,5.75
5.75,3.21,5.75
5.75,3.21,5.75
7.75,3.69,6.805
2.986666666666667,4.8566666666666665,4.333333333333333
2.986666666666667,4.8566666666666665,4.333333333333333
6.984999999999999,4.58,6.175
6.984999999999999,4.58,6.175
5.2,2.8,4.86
6.353333333333334,3.84,5.896666666666666
6.353333333333334,3.84,5.896666666666666
6.353333333333334,3.84,5.896666666666666
4.95,3.32,5.35
4.8,3.9,4.97
6.4799999999999995,3.6159999999999997,5.914
5.36,3.48,5.09
5.36,3.48,5.09
5.79,3.15,5.17
5.79,3.15,5.17
5.48,3.56,5.73
5.1499999999999995,3.533333333333333,5.341666666666666
5.1499999999999995,3.533333333333333,5.341666666666666
5.1499999999999995,3.533333333333333,5.341666666666666
5.1499999999999995,3.533333333333333,5.341666666666666
5.1499999999999995,3.533333333333333,5.341666666666666
5.1499999999999995,3.533333333333333,5.341666666666666
5.1499999999999995,3.533333333333333,5.341666666666666
5.1499999999999995,3.533333333333333,5.341666666666666
5.1499999999999995,3.533333333333333,5.341666666666666
5.1499999999999995,3.533333333333333,5.341666666666666
5.1499999999999995,3.533333333333333,5.341666666666666
5.19,3.74,4.95
2.32,6.05,3.14
5.22,5.32,5.73
5.196666666666667,3.954444444444445,4.916666666666667
5.196666666666667,3.954444444444445,4.916666666666667
5.910499999999999,3.8959999999999995,5.8645000000000005
5.910499999999999,3.8959999999999995,5.8645000000000005
5.0,2.64,5.61
5.0,2.64,5.61
5.0,2.64,5.61
5.0,2.64,5.61
5.0,2.64,5.61
5.0,2.64,5.61
5.11,4.36,4.46
5.11,4.36,4.46
5.11,4.36,4.46
5.11,4.36,4.46
5.11,4.36,4.46
4.74,3.57,5.7
4.74,3.57,5.7
4.74,3.57,5.7
5.055,4.665,5.18
4.84,3.796666666666667,5.046666666666666
6.4,4.37,5.57
5.910499999999999,3.8959999999999995,5.8645000000000005
5.910499999999999,3.8959999999999995,5.8645000000000005
5.910499999999999,3.8959999999999995,5.8645000000000005
5.910499999999999,3.8959999999999995,5.8645000000000005
6.845,3.46,6.62
4.05,4.43,4.45
6.140000000000001,3.643333333333333,5.946666666666666
4.983750000000001,4.7175,5.05375
5.76,3.4762500000000003,5.504999999999999
5.76,3.4762500000000003,5.504999999999999
5.314,3.982,5.144
5.235,3.6766666666666663,5.1883333333333335
5.616666666666666,5.6433333333333335,4.9799999999999995
4.76,4.2,5.84
4.5,4.71,4.65
5.42,4.57,5.0
5.42,4.57,5.0
5.42,4.57,5.0
4.57,3.58,5.24
4.57,3.58,5.24
4.57,3.58,5.24
4.596923076923076,4.584615384615385,5.30076923076923
4.596923076923076,4.584615384615385,5.30076923076923
4.245,4.1,4.8149999999999995
5.406250000000001,4.2437499999999995,5.34625
5.406250000000001,4.2437499999999995,5.34625
5.406250000000001,4.2437499999999995,5.34625
5.67,6.1,3.5
5.67,6.1,3.5
4.28,3.14,3.13
4.28,3.14,3.13
4.92,3.8824999999999994,4.85
4.92,3.8824999999999994,4.85
5.2075,4.07,5.885
5.335,3.5725,5.665
6.266666666666667,6.19,5.576666666666667
6.266666666666667,6.19,5.576666666666667
6.266666666666667,6.19,5.576666666666667
5.775,5.345,5.34
6.213333333333334,3.7416666666666667,6.333333333333333
5.542142857142857,3.8185714285714285,5.434285714285713
5.283333333333332,3.5433333333333334,5.993333333333333
6.0,5.55,4.4
5.243333333333333,4.45,6.046666666666667
5.243333333333333,4.45,6.046666666666667
5.95,3.45,4.56
5.0,2.89,4.82
5.53,3.1983333333333337,5.478333333333334
5.53,3.1983333333333337,5.478333333333334
6.14,3.48,5.9
6.14,3.48,5.9
6.14,3.48,5.9
6.14,3.48,5.9
6.14,3.48,5.9
4.81,4.17,4.27
5.3999999999999995,2.956666666666667,5.8500000000000005
5.3999999999999995,2.956666666666667,5.8500000000000005
4.79,3.25,5.0
5.165,4.876666666666666,4.843333333333333
5.165,4.876666666666666,4.843333333333333
5.5600000000000005,3.8000000000000003,5.3549999999999995
5.5600000000000005,3.8000000000000003,5.3549999999999995
5.275,4.215,5.16
5.293333333333334,4.61,5.41
5.4110000000000005,4.049,5.5035
5.4110000000000005,4.049,5.5035
5.4110000000000005,4.049,5.5035
5.4110000000000005,4.049,5.5035
5.4110000000000005,4.049,5.5035
5.4110000000000005,4.049,5.5035
5.4110000000000005,4.049,5.5035
5.4110000000000005,4.049,5.5035
5.25,3.73,6.81
5.25,3.73,6.81
5.25,3.73,6.81
5.25,3.73,6.81
5.25,3.73,6.81
4.286250000000001,3.6887499999999998,4.67875
5.765000000000001,4.11,6.49
5.765000000000001,4.11,6.49
5.765000000000001,4.11,6.49
4.218888888888889,3.673333333333333,4.578888888888889
4.218888888888889,3.673333333333333,4.578888888888889
5.355,3.1,5.84
5.761666666666667,5.155,5.073333333333333
5.163333333333334,4.416666666666667,6.086666666666667
5.26,3.78,5.88
5.26,3.78,5.88
5.865000000000001,4.091666666666668,6.246666666666666
5.865000000000001,4.091666666666668,6.246666666666666
5.865000000000001,4.091666666666668,6.246666666666666
5.8,3.85,6.23
3.37,5.0,4.13
3.37,5.0,4.13
5.773333333333333,3.688333333333333,6.038333333333334
5.773333333333333,3.688333333333333,6.038333333333334
4.29,3.09,4.9
4.722727272727273,3.5990909090909096,5.434545454545455
5.795,3.75,5.73
5.67,3.385,5.65
6.025,3.25,5.4399999999999995
6.025,3.25,5.4399999999999995
6.025,3.25,5.4399999999999995
5.16,4.74,4.58
5.0,3.55,5.08
5.0,3.55,5.08
5.0,3.55,5.08
5.0,3.55,5.08
6.049285714285715,3.936428571428571,5.885
6.049285714285715,3.936428571428571,5.885
6.049285714285715,3.936428571428571,5.885
6.049285714285715,3.936428571428571,5.885
6.049285714285715,3.936428571428571,5.885
