Word,V,A,D
complainant,4.0,3.86,4.25
planer,5.18,3.5742857142857143,5.087142857142857
planetal,5.4775,4.5,4.7749999999999995
flump,4.641111111111112,4.231111111111111,4.920000000000001
plonk,4.641111111111112,4.231111111111111,4.920000000000001
deviser,6.32,4.0,5.83
contriver,6.32,4.0,5.83
works,5.3618749999999995,4.141875,5.671250000000001
Plantation,5.326666666666667,3.73,5.7700000000000005
plasm,6.05,5.3,5.19
poultice,5.24,3.9,4.89
cataplasm,5.24,3.9,4.89
plasterwork,5.24,3.9,4.89
beplaster,5.24,3.9,4.89
formative,4.48,3.36,5.24
moldable,4.48,3.36,5.24
fictile,4.48,3.36,5.24
plateful,5.8475,3.4974999999999996,5.8374999999999995
denture,5.8475,3.4974999999999996,5.8374999999999995
tableland,5.84,3.68,5.63
chopine,5.25,4.04,6.475
plat,5.368333333333333,3.765,5.629999999999999
Pt,6.2,4.78,5.75
Platonic,4.63,3.0,5.52
Corinthian,4.15,5.24,4.28
playfellow,7.3,4.38,5.58
playday,6.63,5.1,6.96
dramatist,6.1,3.59,6.42
supplication,5.279999999999999,3.8375000000000004,5.55
pleasance,8.073333333333334,5.79,7.156666666666666
plyers,4.48,3.55,5.76
plier,4.48,3.55,5.76
plyer,4.48,3.55,5.76
plough,5.447241379310346,3.9458620689655173,5.7441379310344844
gambit,3.9,3.0,4.84
stratagem,3.9,3.0,4.84
displume,4.688529411764707,4.4252941176470575,5.338235294117646
pluckiness,4.76,4.189166666666667,5.414166666666667
deplume,4.688529411764707,4.4252941176470575,5.338235294117646
gutsiness,4.76,4.189166666666667,5.414166666666667
deplumate,4.688529411764707,4.4252941176470575,5.338235294117646
stopple,4.754545454545454,4.520909090909091,5.343636363636364
fireplug,4.754545454545454,4.520909090909091,5.343636363636364
plumbery,4.45,3.36,5.5
bathymetry,4.45,3.36,5.5
speculator,4.826666666666667,4.473333333333334,5.55
Pu,3.285,4.725,3.85
plyboard,4.74,2.67,5.05
billfold,5.456,3.65,5.898000000000001
notecase,5.456,3.65,5.898000000000001
seedpod,5.105,3.635,5.24
ambo,4.72,3.793333333333333,5.541666666666667
rostrum,4.711111111111112,3.657777777777778,5.312222222222221
dais,4.72,3.793333333333333,5.541666666666667
poetical,6.83,4.4,6.32
poesy,6.243333333333333,3.61,6.09
touching,5.286538461538461,4.05576923076923,5.726923076923077
affecting,5.1,4.09,6.44
repoint,5.294814814814815,4.044444444444445,5.714444444444443
luff,5.294814814814815,4.044444444444445,5.714444444444443
orient,5.260666666666666,4.074333333333334,5.692666666666666
pointedness,5.294814814814815,4.044444444444445,5.714444444444443
cursor,4.905,3.8200000000000003,5.825
unpointed,3.69,4.223333333333334,3.8966666666666665
purposeless,4.3100000000000005,3.9580000000000006,4.723000000000001
toxicant,2.5525,6.234999999999999,4.2775
envenom,2.215,6.18,3.56
garget,4.388333333333333,4.625,5.154444444444445
scoke,4.388333333333333,4.625,5.154444444444445
salamander,5.79,5.05,5.67
Pole,4.958,3.432,4.9
poliomyelitis,2.67,5.0,3.44
Polish,6.165555555555557,3.764444444444444,5.975555555555555
smoothen,5.730882352941175,3.960882352941177,5.733529411764707
niceness,5.871666666666667,3.5516666666666663,5.778333333333333
politico,3.25,4.7,4.1
pol,3.25,4.7,4.1
pollard,5.25,3.572,5.622
befoulment,2.5549999999999997,5.95,3.9699999999999998
defilement,2.5549999999999997,5.95,3.9699999999999998
Polo,5.21,3.95,4.6
gaudery,5.32,3.57,4.87
grandiloquent,5.307499999999999,4.0825,5.34
pontifical,3.26,4.76,3.9
overblown,3.26,4.76,3.9
niff,5.05,4.0,5.6
jigger,6.256666666666667,4.55,5.44
consortium,5.45,3.7616666666666667,5.198333333333333
popping,5.665,4.656999999999999,5.419
pontiff,4.4399999999999995,3.9,4.04
Popper,5.05,4.23,4.91
hooey,4.6975,4.2508333333333335,5.0808333333333335
hedgehog,6.38,4.95,4.89
stomate,5.8025,3.825,6.029999999999999
stoma,5.8025,3.825,6.029999999999999
porc,5.0,3.8,5.85
larboard,5.243333333333333,3.3266666666666667,5.84
embrasure,5.243333333333333,3.3266666666666667,5.84
serving,5.726470588235294,3.9800000000000004,5.883529411764705
helping,5.630000000000002,4.085833333333333,5.759999999999999
portraiture,6.05,3.2,7.0
portrayal,6.05,3.2,7.0
affectation,5.655882352941177,3.8588235294117643,5.8870588235294115
airs,5.655882352941177,3.8588235294117643,5.8870588235294115
affectedness,5.655882352941177,3.8588235294117643,5.8870588235294115
mannerism,5.655882352941177,3.8588235294117643,5.8870588235294115
aligning,5.457777777777778,3.6199999999999997,5.994444444444444
incontrovertible,7.5649999999999995,5.0600000000000005,7.15
positivist,7.5649999999999995,5.0600000000000005,7.15
positivistic,7.5649999999999995,5.0600000000000005,7.15
irrefutable,7.5649999999999995,5.0600000000000005,7.15
electropositive,7.5649999999999995,5.0600000000000005,7.15
overconfident,7.5649999999999995,5.0600000000000005,7.15
cocksure,7.5649999999999995,5.0600000000000005,7.15
monomania,5.926666666666666,4.556666666666666,6.3500000000000005
genitive,3.26,4.86,5.26
possibleness,5.9825,4.2875,5.9525
opossum,3.74,4.0,4.57
phalanger,3.74,4.0,4.57
Post,5.341538461538462,3.32,5.156153846153846
descendants,5.89,3.85,5.62
postmortal,2.9050000000000002,4.535,3.27
deferral,4.984166666666667,3.8158333333333334,4.9191666666666665
deferment,4.5125,3.96,5.007499999999999
potful,5.178518518518518,4.089629629629631,5.3607407407407415
flowerpot,5.178518518518518,4.089629629629631,5.3607407407407415
potentiometer,5.178518518518518,4.089629629629631,5.3607407407407415
murphy,5.351999999999999,3.7939999999999996,5.252
tater,5.351999999999999,3.7939999999999996,5.252
potence,6.0200000000000005,4.851428571428571,5.857142857142857
chuckhole,3.54,4.79,4.33
clayware,5.79,2.75,6.0
tiddly,5.2175,4.0975,5.620000000000001
chamberpot,5.2175,4.0975,5.620000000000001
Pound,4.415000000000001,4.4510000000000005,5.315
lb,4.415000000000001,4.4510000000000005,5.315
buffeting,4.321000000000001,4.615,5.273000000000001
throb,4.868064516129032,4.938387096774194,5.160967741935484
pullulate,4.839772727272727,4.396363636363636,4.942954545454546
teem,5.28375,4.03875,4.888749999999999
decant,5.273333333333333,4.63,4.786666666666666
hornpout,4.134,3.4639999999999995,4.828
moue,4.134,3.4639999999999995,4.828
eelpout,4.134,3.4639999999999995,4.828
poorness,2.0,5.3,3.16
impoverishment,2.0,5.3,3.16
powderise,5.316666666666666,3.716666666666667,5.37
powderize,5.316666666666666,3.716666666666667,5.37
powdery,5.29,2.975,5.640000000000001
pulverized,5.29,2.975,5.640000000000001
pulverised,5.29,2.975,5.640000000000001
might,5.431111111111111,4.503333333333334,5.346666666666668
powerfulness,5.431111111111111,4.503333333333334,5.346666666666668
mightiness,5.431111111111111,4.503333333333334,5.346666666666668
herculean,5.883333333333334,4.986666666666667,6.378333333333333
syph,2.395,4.495,3.315
lues,2.395,4.495,3.315
praxis,5.388000000000001,3.8289999999999997,6.006
practician,5.05,4.86,5.3
pragmatical,4.596666666666667,3.7533333333333334,5.246666666666666
buffoonery,5.615,5.140000000000001,4.7325
harlequinade,5.615,5.140000000000001,4.7325
japery,5.615,5.140000000000001,4.7325
prophesy,4.7,4.15,6.47
sermonizer,5.09,4.55,4.85
sermoniser,5.09,4.55,4.85
precautional,5.68,4.32,5.0
precedency,5.775,4.324999999999999,6.015000000000001
precession,5.775,4.324999999999999,6.015000000000001
anteriority,5.775,4.324999999999999,6.015000000000001
antecedency,5.775,4.324999999999999,6.015000000000001
antecedence,5.775,4.324999999999999,6.015000000000001
cherished,7.30625,4.835,6.4475
wanted,7.30625,4.835,6.4475
preciously,7.18,4.616666666666667,6.273333333333333
valued,7.18,4.616666666666667,6.273333333333333
preciseness,6.38,3.91,6.77
predacious,3.16,5.26,4.32
vulturous,3.16,5.26,4.32
vulturine,3.16,5.26,4.32
marauding,3.16,5.26,4.32
predaceous,3.16,5.26,4.32
rapacious,4.1933333333333325,5.53,4.236666666666667
ravening,4.1933333333333325,5.53,4.236666666666667
raiding,3.16,5.26,4.32
raptorial,3.16,5.26,4.32
foretelling,5.4399999999999995,5.494999999999999,5.515000000000001
forecasting,5.4399999999999995,5.494999999999999,5.515000000000001
prolusion,5.62,3.9000000000000004,5.489999999999999
foreword,5.62,3.9000000000000004,5.489999999999999
druthers,6.0649999999999995,4.22,6.33
discriminatory,3.52,4.64,4.326666666666667
prehistorical,5.68,4.55,4.5
prepossess,3.1199999999999997,4.836666666666667,4.346666666666667
detrimental,3.16,5.1,4.3
prejudicious,3.16,5.1,4.3
antenuptial,5.285,5.025,5.8149999999999995
agio,5.635,5.175,5.655
agiotage,5.635,5.175,5.655
forewarning,4.32,4.97,4.39
antenatal,5.9,3.55,4.18
antepartum,5.9,3.55,4.18
preoccupy,3.8766666666666665,4.566666666666666,4.616666666666666
preparedness,5.4879999999999995,4.053,6.0280000000000005
planning,5.41,3.9225000000000003,6.13625
readying,5.452857142857143,4.014285714285714,6.264285714285714
grooming,5.752799999999999,4.1036,6.012799999999999
nowadays,5.976111111111111,4.423333333333335,6.027777777777778
presidentship,5.050000000000001,3.9050000000000002,4.865
prexy,5.47,3.7375,4.9375
pressing,4.642592592592593,4.705185185185185,5.10074074074074
weightlift,4.820909090909091,4.547272727272728,5.1499999999999995
prestigiousness,6.23,3.91,6.79
assumptive,4.1,3.47,4.81
assuming,4.1,3.47,4.81
Pretender,2.965,4.593750000000001,4.20875
feigning,5.101999999999999,3.8620000000000005,5.08
pretension,4.7825,3.8525,4.717499999999999
pretending,5.101999999999999,3.8620000000000005,5.08
prevue,4.455,4.065,5.5675
Price,3.8900000000000006,4.2775,3.8324999999999996
pricking,3.586842105263158,5.039999999999999,4.310526315789474
prickle,4.155,4.791249999999999,4.6265624999999995
waspish,3.48,5.076666666666666,4.34
splenetic,3.48,5.076666666666666,4.34
pridefulness,6.006666666666667,4.4366666666666665,5.866666666666667
superbia,6.006666666666667,4.4366666666666665,5.866666666666667
Prima,6.006666666666667,4.493333333333333,6.06
starring,6.051578947368421,4.461052631578948,5.777894736842105
primaeval,5.39,4.238333333333332,5.523333333333333
primeval,5.39,4.238333333333332,5.523333333333333
prelate,5.84,2.95,4.18
archpriest,5.84,2.95,4.18
hierarch,5.84,2.95,4.18
primula,5.33,3.62,5.59
corpus,5.612222222222221,4.291111111111111,5.451111111111111
rationale,4.983333333333333,3.4433333333333334,5.24
prioritise,5.95,4.38,6.55
straitlaced,5.2375,3.9425,5.46
prudish,5.2375,3.9425,5.46
priggish,5.2375,3.9425,5.46
victorian,5.2375,3.9425,5.46
straightlaced,5.2375,3.9425,5.46
inquisitory,4.3566666666666665,4.31,4.82
searching,4.3566666666666665,4.31,4.82
promulgate,5.38,4.84,6.1
predicate,5.38,4.84,6.1
goading,4.684,4.32,5.292999999999999
prodding,4.684,4.32,5.292999999999999
spurring,4.684,4.32,5.292999999999999
urging,4.717272727272727,4.495454545454546,5.266363636363637
squanderer,5.925000000000001,4.41,5.73
generative,5.9239999999999995,5.108,5.384
productiveness,6.55,5.1,6.58
unconsecrated,3.5159999999999996,4.805,4.004
unsanctified,3.5159999999999996,4.805,4.004
professing,5.52,3.33,6.48
prof,5.72,3.85,4.44
unfathomed,5.7075,3.8725,4.96
unplumbed,5.7075,3.8725,4.96
unsounded,4.97375,3.725,4.942499999999999
coder,5.05,3.59,5.8
programing,5.305,3.7,6.385
scheduling,5.305,3.7,6.385
liberalist,5.18,4.715,5.545
externalize,5.8311111111111105,4.042777777777777,5.984444444444445
externalise,5.8311111111111105,4.042777777777777,5.984444444444445
protruding,6.0164285714285715,4.059285714285713,6.110714285714287
jutting,5.614705882352942,4.080588235294117,5.752941176470589
projected,6.0164285714285715,4.059285714285713,6.110714285714287
sticking,6.0164285714285715,4.059285714285713,6.110714285714287
relieved,6.0164285714285715,4.059285714285713,6.110714285714287
elongated,4.914,3.478,5.428
lengthened,4.914,3.478,5.428
saunter,5.79,4.235,5.7
perambulation,5.79,4.235,5.7
promiscuousness,3.95,6.0,5.41
showman,4.91,3.875,5.05
impresario,4.91,3.875,5.05
prompting,5.731538461538462,4.452307692307692,6.056923076923076
promptly,6.2444444444444445,4.283333333333334,5.977777777777778
readily,5.7,4.05,5.81
orthoepy,6.2,4.2,6.38
proofread,6.04,4.175000000000001,6.745
airscrew,5.58,3.95,5.84
propellor,4.95,3.53,4.91
divination,5.62,4.38,4.7
vaticination,5.62,4.38,4.7
prophetical,5.25,4.05,4.74
proprietorship,4.55,3.39,5.44
properness,5.14,4.14,5.58
correctitude,5.14,4.14,5.58
actuation,4.85,5.0,5.21
pursuance,5.509,4.385,5.265000000000001
successfulness,7.1,5.3,6.55
prospering,6.8308333333333335,4.7749999999999995,6.214166666666666
booming,6.8308333333333335,4.7749999999999995,6.214166666666666
palmy,6.8308333333333335,4.7749999999999995,6.214166666666666
flourishing,6.8308333333333335,4.7749999999999995,6.214166666666666
prostatic,4.0,4.7,4.2
harlotry,2.79,6.05,4.68
whoredom,2.79,6.05,4.68
saved,6.9399999999999995,3.755,5.9350000000000005
aegis,6.5200000000000005,4.0075,6.1825
auspices,6.5200000000000005,4.0075,6.1825
protestation,4.25,4.0649999999999995,4.7749999999999995
Protestant,4.5,3.0,4.95
leaven,5.635945945945945,4.43027027027027,5.70972972972973
proviso,5.489999999999999,3.7466666666666666,5.983333333333333
purvey,5.489999999999999,3.7466666666666666,5.983333333333333
supplying,5.506666666666667,4.002222222222223,5.925555555555556
provisionary,4.579999999999999,3.69,4.823333333333333
probationary,4.579999999999999,3.69,4.823333333333333
incitement,3.25,5.32,4.373333333333334
incitation,3.25,5.32,4.373333333333334
propinquity,4.47,3.85,6.15
placeholder,4.95,3.2,4.41
procurator,4.95,3.2,4.41
puritan,3.17,3.32,4.12
Psalm,6.16,3.14,5.5
Psyche,6.077999999999999,4.352,5.816000000000001
psychiatrical,3.32,4.52,4.76
psychopathology,4.61,4.6,4.71
psychical,5.67,4.71,5.43
psychopathologic,2.8,6.0,2.86
psychopathological,2.8,6.0,2.86
psychotherapeutics,4.26,4.32,4.05
pothouse,5.17,4.056,5.11
taphouse,5.17,4.056,5.11
pubescence,4.3,4.14,3.6
loins,4.0,4.76,4.41
pubis,4.0,4.76,4.41
populace,6.24625,4.278125,5.3975
publiciser,4.32,3.62,6.08
publicizer,4.32,3.62,6.08
Puck,4.28,4.64,4.82
pud,6.72,3.8,5.46
podgy,3.855,3.725,3.91
powderpuff,5.378461538461538,4.073076923076924,5.481538461538462
puffed,5.378461538461538,4.073076923076924,5.481538461538462
ottoman,5.378461538461538,4.073076923076924,5.481538461538462
pouffe,5.378461538461538,4.073076923076924,5.481538461538462
hassock,5.378461538461538,4.073076923076924,5.481538461538462
huffing,4.721111111111111,4.3533333333333335,5.207777777777778
snorting,4.721111111111111,4.3533333333333335,5.207777777777778
tumescent,4.78,4.5,5.05
gusty,4.78,4.5,5.05
bouffant,4.78,4.5,5.05
intumescent,4.78,4.5,5.05
rend,4.9388000000000005,4.4072,5.4708000000000006
pulling,4.82,4.304285714285714,5.569285714285714
overstretch,4.82,4.304285714285714,5.569285714285714
pneumonic,4.77,3.73,4.79
pulmonic,4.77,3.73,4.79
paronomasia,5.45,3.94,5.68
wordplay,5.45,3.94,5.68
punning,5.45,3.94,5.68
promptness,6.72,3.85,5.84
deflate,4.33,3.83,5.35
penalise,2.86,5.85,3.81
penalize,2.86,5.85,3.81
punitory,2.95,4.62,4.08
punting,5.195000000000001,3.728333333333333,5.265
runty,4.0,3.27,4.04
shrimpy,4.0,3.27,4.04
educatee,6.09,4.086666666666667,6.0
schoolchild,5.970000000000001,4.005,5.98
marionette,5.563333333333333,4.37,5.246666666666667
vestal,5.752727272727272,4.302727272727273,5.925454545454545
purging,4.164615384615385,4.559230769230769,4.7615384615384615
purgation,4.476,4.480000000000001,4.9319999999999995
refining,5.985555555555556,3.796666666666667,5.859999999999999
purpleness,5.791666666666667,4.075,5.728333333333333
empurpled,5.791666666666667,4.075,5.728333333333333
purpurate,5.791666666666667,4.075,5.728333333333333
purplish,5.791666666666667,4.075,5.728333333333333
empurple,5.791666666666667,4.075,5.728333333333333
whir,6.423076923076923,4.642307692307693,5.953846153846153
birr,6.423076923076923,4.642307692307693,5.953846153846153
whirr,6.423076923076923,4.642307692307693,5.953846153846153
festering,4.1033333333333335,4.883333333333333,4.276666666666667
ichor,4.1033333333333335,4.883333333333333,4.276666666666667
purulence,4.1033333333333335,4.883333333333333,4.276666666666667
sanies,4.1033333333333335,4.883333333333333,4.276666666666667
Pansa,4.1033333333333335,4.883333333333333,4.276666666666667
suppuration,4.1033333333333335,4.883333333333333,4.276666666666667
Pus,4.1033333333333335,4.883333333333333,4.276666666666667
pushing,5.041875,4.8500000000000005,5.282500000000001
zori,4.74,3.9799999999999995,5.066000000000001
shover,4.74,3.9799999999999995,5.066000000000001
pushful,3.1,4.6,4.23
purulent,4.337142857142857,4.928571428571429,4.398571428571428
putting,5.29,2.77,5.5
mystifier,5.651428571428572,4.0685714285714285,5.692857142857143
teaser,5.079583333333333,4.349583333333334,5.1674999999999995
puzzler,5.651428571428572,4.0685714285714285,5.692857142857143
nonplussed,5.5200000000000005,4.11375,5.5825000000000005
nonplused,5.5200000000000005,4.11375,5.5825000000000005
Pyramid,5.68,3.48,5.71
Python,3.61,5.91,3.56
quadrangle,5.755,3.9000000000000004,5.37
quadriceps,5.755,3.9000000000000004,5.37
fourfold,5.395,3.665,5.095
quadruplex,5.395,3.665,5.095
quadruplicate,5.395,3.665,5.095
qualification,5.503333333333333,4.386666666666667,5.583333333333333
making,5.1850000000000005,4.5,5.595000000000001
timbre,6.1234782608695655,3.980869565217391,5.936521739130434
dustup,4.194000000000001,4.106,5.202
quartern,4.718,3.9540000000000006,5.558000000000001
canton,4.718,3.9540000000000006,5.558000000000001
fourth,4.718,3.9540000000000006,5.558000000000001
tabby,4.767500000000001,4.656250000000001,4.736249999999999
slake,4.804444444444445,3.7388888888888894,5.391111111111111
seeking,6.0325,4.795,5.4975
oppugn,4.796,4.553,5.292999999999999
refutable,4.48,3.55,4.56
confutative,4.48,3.55,4.56
confutable,4.48,3.55,4.56
quiddity,3.486666666666667,4.296666666666667,4.25
Quiche,5.47,3.15,5.15
quickly,6.3125,4.3125,5.998749999999999
quicky,6.64,6.29,5.77
placidity,6.082631578947368,3.014736842105263,5.991578947368422
quietly,5.696923076923076,2.893076923076923,5.795384615384615
tranquillity,6.082631578947368,3.014736842105263,5.991578947368422
quintette,5.423333333333333,3.776666666666667,5.276666666666667
quintuple,5.423333333333333,3.776666666666667,5.276666666666667
quirkiness,5.6,3.59,5.7
palpitation,5.041428571428571,4.994285714285715,4.865
shaking,5.041428571428571,4.994285714285715,4.865
trembling,4.803888888888888,4.892777777777778,4.687777777777779
shakiness,5.041428571428571,4.994285714285715,4.865
Rabbi,4.79,4.0,4.32
coney,6.91,3.3600000000000003,5.495
lapin,6.91,3.3600000000000003,5.495
cony,6.91,3.3600000000000003,5.495
ragtag,4.173333333333333,4.19,4.286666666666666
racoon,5.85,5.16,5.19
slipstream,5.351818181818182,4.468181818181819,5.724545454545455
subspecies,5.585,5.2250000000000005,5.871666666666667
airstream,5.351818181818182,4.468181818181819,5.724545454545455
raceway,5.448181818181819,4.480909090909093,5.337727272727272
bangtail,5.78,4.95,5.6
racecourse,5.396875,4.201875,5.1375
racialism,1.48,5.88,4.46
racialist,2.05,4.84,4.37
antiblack,2.05,4.84,4.37
wrack,3.7616666666666667,4.663333333333333,4.543333333333332
racquet,4.236666666666667,4.71,5.163333333333333
jollify,5.718000000000001,4.83,6.012
racketeer,3.25,3.65,4.22
radiolocation,5.32,4.55,5.63
stellate,6.234,4.43,5.674
refulgent,7.29,5.03,6.54
effulgent,7.29,5.03,6.54
beamy,7.29,5.03,6.54
actinotherapy,3.2199999999999998,5.324999999999999,3.33
radiotherapy,3.2199999999999998,5.324999999999999,3.33
extremist,5.412857142857143,3.8328571428571427,5.602857142857142
ultra,5.412857142857143,3.8328571428571427,5.602857142857142
tuner,6.45,3.945,6.47
radiocommunication,6.45,3.945,6.47
radiotherapist,5.45,4.55,5.43
radioscopy,4.89,4.27,5.05
daikon,4.7,3.71,5.41
Ra,4.37,5.29,4.43
spoke,5.3,4.55,5.06
r,5.3,4.55,5.06
tatter,4.450588235294117,4.243235294117646,4.86735294117647
maraud,4.06,5.71,5.220000000000001
